epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,47.73333333,10.16666667,2.691151527
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,60.2,12.27777778,2.333821813
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,66.92222222,90.54444444,0.240242174
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
4,63.35555556,99.96666667,0.002308154
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
5,76.1,99.81111111,0.011974979
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
6,77.54444444,99.98888889,0.001499398
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
7,79.35555556,99.94444444,0.002127898
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
8,76.81111111,100,0.00012249
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,47.17777778,22.87777778,2.095424746
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,58.91111111,16.37777778,2.031867414
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,70.37777778,95.93333333,0.094641438
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
4,72.46666667,93.77777778,0.177912154
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,40.03333333,33.04444444,1.611401589
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,57.63333333,17.76666667,2.002625229
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,51.82222222,8.488888889,2.632685392
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,56.18888889,7.444444444,2.552016857
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,56.57777778,12,2.276912028
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,55.44444444,5.877777778,2.873924288
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,49.55555556,36.11111111,1.584401622
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,69.35555556,47.3,1.420505341
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,50.61111111,100,0.000963814
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,62.36666667,99.91111111,0.002264743
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,61.26666667,99.26666667,0.023403425
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
4,72.73333333,99.62222222,0.011960935
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
5,74.55555556,99.57777778,0.013966212
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
6,73.32222222,99.91111111,0.004928546
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
7,77.33333333,99.86666667,0.004187008
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
8,77.13333333,99.93333333,0.001433506
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
9,79.54444444,100,0.000159091
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,55.87777778,99.87777778,0.006727984
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,53.03333333,15.15555556,2.450304405
